ID_Uzorka;Dubina_Busenja_cm;Temp_Tla_C;pH_Vrijednost;H2O_Postotak;Metan_Senzor;Organske_Molekule
12421;4.5;-71.8;8.02;0.2;Negativno;Ne
12422;2.9;-72.6;6.95;0.09;Negativno;Ne
12423;9.6;-54.2;6.66;0.7;Negativno;Ne
12424;9.9;-73.1;9.68;0.15;Negativno;Ne
12425;14.8;-53.5;7.54;0.65;Negativno;Ne
12426;6.0;-66.4;8.29;0.11;Negativno;Ne
12427;0.1;-50.1;5.58;0.24;Negativno;Ne
12428;3.1;-52.8;2.28;0.68;Negativno;Ne
12429;8.4;-67.3;6.52;0.03;Negativno;Ne
12430;15.1;-70.6;2.92;0.08;Negativno;Ne
12431;1.0;-50.7;8.25;0.23;Negativno;Ne
12432;0.5;-52.9;9.61;0.79;Negativno;Ne
12433;0.2;-57.1;5.01;0.59;Negativno;Ne
12434;5.3;-79.5;8.34;0.36;Negativno;Ne
12435;0.7;-61.4;8.75;0.16;Negativno;Ne
12436;4.6;-64.7;8.52;0.39;Negativno;Ne
12437;5.2;-54.7;4.26;0.64;Negativno;Ne
12438;29.6;-65.0;4.44;0.12;Negativno;Ne
12439;1.8;-42.5;4.59;0.01;Negativno;Ne
12440;8.6;-61.6;6.95;0.24;Negativno;Ne
12441;0.6;-57.3;4.59;0.28;Negativno;Ne
12442;3.3;-76.3;6.03;0.62;Negativno;Ne
12443;18.7;-46.3;7.37;0.16;Negativno;Ne
12444;8.2;-62.2;10.76;0.18;Negativno;Ne
12445;25.3;-49.7;8.88;0.63;Negativno;Ne
12446;4.7;-47.8;10.53;0.62;Negativno;Ne
12447;0.9;-69.0;5.91;0.1;Negativno;Ne
12448;4.0;-62.7;6.96;0.04;Negativno;Ne
12449;5.7;-44.4;9.17;0.19;Negativno;Ne
12450;4.5;-59.4;6.98;0.06;Negativno;Ne
12451;0.1;-81.7;9.37;0.69;Negativno;Ne
12452;4.2;-59.3;5.17;0.48;Negativno;Ne
12453;3.6;-58.7;11.15;0.75;Negativno;Ne
12454;2.7;-54.1;5.95;0.38;Negativno;Ne
12455;4.2;-45.3;7.79;0.05;Negativno;Ne
12456;11.3;-65.7;7.17;0.07;Negativno;Ne
12457;20.6;-69.1;7.07;0.71;Negativno;Ne
12458;1.7;-46.4;4.39;0.67;Negativno;Ne
12459;6.7;-48.6;6.9;1.1;Negativno;Ne
12460;1.9;-72.3;9.41;1.44;Negativno;Ne
12461;3.7;-71.0;6.13;0.02;Negativno;Ne
12462;4.1;-45.4;7.8;0.01;Negativno;Ne
12463;9.1;-77.6;6.19;0.05;Negativno;Ne
12464;0.7;-59.4;5.31;0.02;Negativno;Ne
12465;4.6;-58.1;6.91;1.1;Negativno;Ne
12466;12.9;-54.5;9.21;0.88;Negativno;Ne
12467;5.7;-53.9;8.69;1.12;Negativno;Ne
12468;6.0;-68.6;6.46;0.08;Negativno;Ne
12469;0.8;-56.4;7.99;0.57;Negativno;Ne
12470;1.3;-39.4;7.44;0.25;Negativno;Ne
12471;7.0;-61.3;10.56;1.49;Negativno;Ne
12472;7.8;-85.4;5.16;0.25;Negativno;Ne
12473;16.6;-60.6;7.49;0.37;Negativno;Ne
12474;16.3;-63.4;10.94;1.96;Negativno;Ne
12475;4.9;-64.9;9.46;0.15;Negativno;Ne
12476;2.0;-60.5;7.72;0.04;Negativno;Ne
12477;5.1;-54.8;9.12;0.28;Negativno;Ne
12478;17.5;-58.6;7.8;0.3;Negativno;Ne
12479;0.1;-59.4;5.79;0.89;Negativno;Ne
12480;0.4;-49.0;1.08;0.09;Negativno;Ne
12481;0.6;-66.2;3.58;1.33;Negativno;Ne
12482;4.2;-63.5;4.35;1.53;Negativno;Ne
12483;0.6;-61.3;5.21;0.52;Negativno;Ne
12484;6.0;-61.2;6.46;0.2;Negativno;Ne
12485;4.0;-60.1;8.56;0.63;Negativno;Ne
12486;0.1;-70.5;4.78;0.36;Negativno;Ne
12487;2.4;-58.1;6.83;1.07;Negativno;Ne
12488;4.2;-50.4;5.86;0.64;Negativno;Ne
12489;11.8;-63.2;0.71;0.11;Negativno;Ne
12490;12.5;-47.3;9.97;0.13;Negativno;Ne
12491;9.6;-58.1;6.09;0.44;Negativno;Ne
12492;1.6;-50.8;8.01;0.5;Negativno;Ne
12493;1.3;-46.5;5.25;0.23;Negativno;Ne
12494;0.5;-56.1;10.73;0.22;Negativno;Ne
12495;3.7;-70.2;7.99;0.64;Negativno;Ne
12496;0.3;-53.0;7.3;0.95;Negativno;Ne
12497;0.9;-57.5;7.35;0.75;Negativno;Ne
12498;6.1;-54.5;11.32;0.16;Negativno;Ne
12499;0.4;-71.5;8.07;0.1;Negativno;Ne
12500;5.2;-68.7;7.56;1.42;Negativno;Ne
12501;3.4;-51.2;8.37;0.16;Negativno;Ne
12502;22.3;-57.1;9.59;0.3;Negativno;Ne
12503;10.3;-43.0;7.66;0.28;Negativno;Ne
12504;14.1;-43.5;6.39;0.54;Negativno;Ne
12505;7.2;-69.5;8.04;1.16;Negativno;Ne
12506;15.1;-53.7;11.07;0.08;Negativno;Ne
12507;0.1;-51.2;8.71;0.18;Negativno;Ne
12508;0.8;-56.9;3.72;0.4;Negativno;Ne
12509;1.3;-57.9;6.24;0.61;Negativno;Ne
12510;9.3;-49.5;7.96;0.13;Negativno;Ne
12511;7.8;-61.1;8.99;0.12;Negativno;Ne
12512;1.5;-66.2;7.85;0.13;Negativno;Ne
12513;1.0;-62.4;3.86;1.16;Negativno;Ne
12514;19.1;-67.5;6.2;0.42;Negativno;Ne
12515;2.2;-50.5;9.69;0.28;Negativno;Ne
12516;3.4;-59.8;7.54;0.1;Negativno;Ne
12517;2.5;-65.1;7.45;0.48;Negativno;Ne
12518;1.3;-49.5;7.57;0.03;Negativno;Ne
12519;7.5;-57.9;7.79;0.62;Negativno;Ne
12520;6.3;-63.1;6.69;0.73;Negativno;Ne
12521;1.4;-55.4;7.24;0.01;Negativno;Ne
12522;2.2;-48.9;9.47;0.26;Negativno;Ne
12523;0.1;-82.2;3.99;0.77;Negativno;Ne
12524;10.7;-72.2;8.66;0.74;Negativno;Ne
12525;2.4;-67.3;8.76;0.67;Negativno;Ne
12526;4.3;-68.0;7.75;0.49;Negativno;Ne
12527;5.9;-72.5;7.69;2.81;Negativno;Ne
12528;18.7;-51.7;8.86;0.14;Negativno;Ne
12529;15.3;-75.5;6.77;1.48;Negativno;Ne
12530;5.7;-39.7;8.36;0.04;Negativno;Ne
12531;2.4;-53.6;8.11;0.8;Negativno;Ne
12532;5.2;-47.3;11.97;0.06;Negativno;Ne
12533;19.6;-49.7;2.93;0.12;Negativno;Ne
12534;1.1;-54.7;6.35;0.88;Negativno;Ne
12535;0.3;-64.0;6.51;0.5;Negativno;Ne
12536;3.6;-56.8;9.29;0.04;Negativno;Ne
12537;8.8;-48.1;3.22;0.49;Negativno;Ne
12538;19.4;-41.6;9.72;0.08;Negativno;Ne
12539;4.1;-40.5;7.32;0.08;Negativno;Ne
12540;0.8;-62.1;5.06;0.38;Negativno;Ne
12541;10.9;-59.2;5.53;1.69;Negativno;Ne
12542;2.5;-46.6;6.36;0.59;Negativno;Ne
12543;4.2;-41.8;8.66;0.84;Negativno;Ne
12544;0.7;-58.1;8.63;0.81;Negativno;Ne
12545;5.5;-79.4;4.14;0.33;Negativno;Ne
12546;1.2;-57.3;6.58;0.03;Negativno;Ne
12547;0.5;-68.9;1.86;0.13;Negativno;Ne
12548;4.7;-59.5;6.64;0.68;Negativno;Ne
12549;0.8;-62.8;6.2;0.15;Negativno;Ne
12550;1.0;-52.2;5.99;0.24;Negativno;Ne
12551;3.3;-50.7;8.52;0.56;Negativno;Ne
12552;5.0;-49.2;6.57;0.41;Negativno;Ne
12553;3.5;-67.1;5.38;0.13;Negativno;Ne
12554;9.0;-85.0;7.89;0.12;Negativno;Ne
12555;0.8;-43.6;7.27;1.09;Negativno;Ne
12556;8.1;-66.1;6.66;0.65;Negativno;Ne
12557;0.8;-72.5;6.37;0.07;Negativno;Ne
12558;0.8;-55.5;5.97;0.45;Negativno;Ne
12559;7.2;-63.5;8.79;0.04;Negativno;Ne
12560;0.6;-73.2;3.36;0.1;Negativno;Ne
12561;3.4;-65.1;6.83;1.19;Negativno;Ne
12562;0.3;-68.8;7.61;0.03;Negativno;Ne
12563;11.4;-59.4;5.43;0.67;Negativno;Ne
12564;10.2;-59.7;5.96;0.11;Negativno;Ne
12565;2.8;-63.4;9.89;0.01;Negativno;Ne
12566;4.5;-58.4;7.27;0.77;Negativno;Ne
12567;11.2;-45.6;9.26;0.03;Negativno;Ne
12568;1.4;-64.4;6.7;0.22;Negativno;Ne
12569;2.4;-65.2;8.56;0.3;Negativno;Ne
12570;2.7;-66.0;5.26;0.35;Negativno;Ne
12571;3.6;-59.2;6.86;0.04;Negativno;Ne
12572;0.4;-67.1;5.95;0.18;Negativno;Ne
12573;3.6;-53.9;6.53;1.07;Negativno;Ne
12574;5.5;-59.5;8.74;1.14;Negativno;Ne
12575;9.6;-67.5;9.6;0.07;Negativno;Ne
12576;16.9;-83.4;7.3;0.45;Negativno;Ne
12577;3.2;-67.9;8.16;0.75;Negativno;Ne
12578;0.2;-64.9;8.12;1.09;Negativno;Ne
12579;5.2;-55.1;5.7;0.7;Negativno;Ne
12580;3.1;-58.2;6.56;1.36;Negativno;Ne
12581;1.4;-48.5;9.87;0.15;Negativno;Ne
12582;2.1;-56.6;8.56;0.06;Negativno;Ne
12583;18.9;-66.5;6.31;0.19;Negativno;Ne
12584;0.1;-60.6;9.71;0.38;Negativno;Ne
12585;2.1;-61.7;7.44;0.12;Negativno;Ne
12586;2.2;-59.7;6.29;0.56;Negativno;Ne
12587;0.5;-62.6;3.15;1.24;Negativno;Ne
12588;5.5;-55.4;9.04;0.75;Negativno;Ne
12589;1.0;-72.6;7.28;0.52;Negativno;Ne
12590;0.3;-59.5;6.04;0.12;Negativno;Ne
12591;12.5;-58.7;8.36;0.69;Negativno;Ne
12592;2.7;-54.4;8.61;0.03;Negativno;Ne
12593;0.6;-56.0;1.66;0.84;Negativno;Ne
12594;3.1;-63.4;5.93;0.56;Negativno;Ne
12595;0.9;-38.4;7.5;0.09;Negativno;Ne
12596;7.7;-91.8;5.25;2.04;Negativno;Ne
12597;0.3;-50.4;8.35;0.01;Negativno;Ne
12598;0.1;-42.3;4.81;0.53;Negativno;Ne
12599;0.2;-56.2;10.12;0.01;Negativno;Ne
12600;0.2;-66.7;3.04;0.43;Negativno;Ne
12601;1.0;-65.6;8.35;0.04;Negativno;Ne
12602;25.8;-63.0;3.87;1.07;Negativno;Ne
12603;1.3;-73.6;5.22;0.3;Negativno;Ne
12604;1.3;-60.0;6.22;0.82;Negativno;Ne
12605;9.7;-51.6;10.73;0.11;Negativno;Ne
12606;1.3;-53.8;10.05;0.14;Negativno;Ne
12607;4.2;-63.0;9.28;0.23;Negativno;Ne
12608;10.0;-77.7;6.86;0.92;Negativno;Ne
12609;0.2;-48.3;8.38;0.72;Negativno;Ne
12610;5.7;-62.9;10.07;0.28;Negativno;Ne
12611;18.1;-48.0;9.16;0.9;Negativno;Ne
12612;2.6;-61.3;7.99;0.05;Negativno;Ne
12613;2.8;-59.0;5.63;0.2;Negativno;Ne
12614;1.7;-58.1;7.93;0.16;Negativno;Ne
12615;5.3;-48.8;9.11;0.07;Negativno;Ne
12616;0.3;-69.2;6.42;0.28;Negativno;Ne
12617;1.2;-52.3;3.95;0.18;Negativno;Ne
12618;2.7;-50.8;7.65;0.21;Negativno;Ne
12619;1.1;-78.1;7.35;0.17;Negativno;Ne
12620;2.0;-65.8;11.48;0.01;Negativno;Ne
12621;7.1;-49.5;8.27;0.17;Negativno;Ne
12622;0.7;-48.2;6.0;0.03;Negativno;Ne
12623;3.5;-54.1;7.92;0.52;Negativno;Ne
12624;1.4;-36.4;9.81;0.81;Negativno;Ne
12625;2.2;-60.4;9.02;1.25;Negativno;Ne
12626;5.1;-50.6;5.6;0.84;Negativno;Ne
12627;5.8;-43.5;8.03;0.12;Negativno;Ne
12628;5.5;-59.8;5.0;1.34;Negativno;Ne
12629;9.4;-39.3;7.17;0.71;Negativno;Ne
12630;2.9;-57.6;10.29;0.32;Negativno;Ne
12631;1.1;-68.2;9.38;0.17;Negativno;Ne
12632;4.5;-58.1;8.08;0.25;Negativno;Ne
12633;3.6;-66.8;7.83;0.16;Negativno;Ne
12634;11.9;-76.3;7.23;0.5;Negativno;Ne
12635;7.0;-53.7;5.13;0.18;Negativno;Ne
12636;0.7;-71.0;5.01;1.58;Negativno;Ne
12637;1.3;-61.2;8.75;0.19;Negativno;Ne
12638;2.5;-63.7;4.37;0.2;Negativno;Ne
12639;1.9;-63.3;9.46;1.19;Negativno;Ne
12640;3.1;-66.5;4.77;0.37;Negativno;Ne
12641;5.3;-61.3;9.9;1.89;Negativno;Ne
12642;11.8;-54.4;6.17;0.48;Negativno;Ne
12643;3.7;-72.0;4.35;0.43;Negativno;Ne
12644;2.8;-59.6;8.14;0.74;Negativno;Ne
12645;15.3;-59.6;5.92;2.14;Negativno;Ne
12646;7.2;-58.1;6.58;0.39;Negativno;Ne
12647;3.2;-66.3;5.77;0.13;Negativno;Ne
12648;30.7;-64.0;9.45;0.21;Negativno;Ne
12649;0.1;-65.7;6.33;0.77;Negativno;Ne
12650;3.5;-64.7;4.93;2.22;Negativno;Ne
12651;4.6;-73.8;7.54;0.14;Negativno;Ne
12652;2.5;-69.0;5.04;0.03;Negativno;Ne
12653;0.9;-67.6;4.38;0.56;Negativno;Ne
12654;3.4;-41.6;7.0;0.04;Negativno;Ne
12655;6.1;-61.4;10.49;0.12;Negativno;Ne
12656;2.0;-57.3;6.73;2.29;Negativno;Ne
12657;0.4;-51.8;10.07;0.32;Negativno;Ne
12658;14.4;-63.7;5.34;0.33;Negativno;Ne
12659;6.0;-56.1;7.43;0.29;Negativno;Ne
12660;0.5;-61.8;5.72;0.95;Negativno;Ne
12661;2.4;-55.7;10.43;0.05;Negativno;Ne
12662;6.1;-27.5;6.68;0.98;Negativno;Ne
12663;2.3;-62.1;6.27;0.74;Negativno;Ne
12664;1.6;-53.6;5.35;0.08;Negativno;Ne
12665;3.2;-60.1;5.62;0.05;Negativno;Ne
12666;1.5;-77.0;5.18;0.23;Negativno;Ne
12667;3.9;-46.5;5.86;0.09;Negativno;Ne
12668;0.3;-73.2;5.99;0.26;Negativno;Ne
12669;6.1;-64.9;8.61;0.36;Negativno;Ne
12670;2.9;-54.7;4.73;0.29;Negativno;Ne
12671;0.9;-62.7;5.84;0.03;Negativno;Ne
12672;1.3;-48.8;4.89;1.31;Negativno;Ne
12673;3.7;-65.2;3.99;0.76;Negativno;Ne
12674;1.7;-41.5;6.24;0.42;Negativno;Ne
12675;4.0;-55.1;8.75;0.21;Negativno;Ne
12676;2.1;-63.5;4.37;1.1;Negativno;Ne
12677;25.9;-51.6;9.8;0.35;Negativno;Ne
12678;2.4;-77.7;9.37;0.62;Negativno;Ne
12679;0.7;-60.7;4.87;0.22;Negativno;Ne
12680;2.0;-57.6;4.21;0.23;Negativno;Ne
12681;2.7;-65.4;9.89;1.24;Negativno;Ne
12682;0.3;-61.6;6.25;0.1;Negativno;Ne
12683;11.3;-60.7;7.51;0.27;Negativno;Ne
12684;2.0;-60.9;4.73;0.08;Negativno;Ne
12685;0.9;-50.6;9.65;0.06;Negativno;Ne
12686;0.4;-61.9;7.27;0.22;Negativno;Ne
12687;0.6;-98.6;8.73;0.31;Pozitivno;Ne
12688;5.8;-63.6;3.17;0.49;Negativno;Ne
12689;10.9;-80.9;6.82;0.01;Negativno;Ne
12690;5.5;-47.4;6.27;1.46;Negativno;Ne
12691;5.0;-57.8;6.42;0.12;Negativno;Ne
12692;10.2;-59.1;8.66;0.48;Negativno;Ne
12693;1.9;-89.8;9.97;0.66;Negativno;Ne
12694;5.4;-62.7;4.99;0.04;Negativno;Ne
12695;0.9;-57.7;7.82;0.69;Negativno;Ne
12696;4.6;-63.0;7.92;0.13;Negativno;Ne
12697;7.1;-81.7;7.89;0.52;Negativno;Ne
12698;1.6;-68.9;8.26;1.04;Negativno;Ne
12699;13.9;-51.8;8.34;0.6;Negativno;Ne
12700;3.9;-61.7;7.61;0.6;Negativno;Ne
12701;4.8;-60.2;9.22;0.37;Negativno;Ne
12702;5.1;-53.0;9.0;0.07;Negativno;Ne
12703;0.3;-70.6;6.3;0.19;Negativno;Ne
12704;0.4;-68.2;7.37;0.14;Negativno;Ne
12705;0.2;-67.0;7.47;0.65;Negativno;Ne
12706;0.0;-60.8;6.08;3.02;Negativno;Ne
12707;1.8;-60.6;7.44;0.07;Negativno;Ne
12708;0.8;-59.7;7.35;0.41;Negativno;Ne
12709;0.2;-59.7;6.27;0.28;Negativno;Ne
12710;5.5;-82.1;9.51;0.08;Negativno;Ne
12711;11.1;-63.0;7.56;0.59;Negativno;Ne
12712;4.0;-85.7;7.78;0.2;Negativno;Ne
12713;4.7;-68.5;3.53;0.33;Negativno;Ne
12714;8.1;-54.3;9.13;0.25;Negativno;Ne
12715;6.7;-58.8;5.1;0.24;Negativno;Ne
12716;1.7;-66.7;11.01;0.0;Negativno;Ne
12717;2.2;-66.4;6.44;0.5;Negativno;Ne
12718;1.0;-63.5;5.58;0.04;Negativno;Ne
12719;26.2;-69.0;4.2;0.87;Negativno;Ne
12720;7.0;-57.3;7.37;0.26;Negativno;Ne
12721;1.0;-57.7;8.06;0.02;Negativno;Ne
12722;0.9;-77.4;5.03;2.34;Negativno;Ne
12723;4.0;-67.4;8.19;0.07;Negativno;Ne
12724;0.1;-68.8;8.43;0.41;Negativno;Ne
12725;0.1;-61.8;3.75;1.3;Negativno;Ne
12726;7.1;-64.4;7.46;0.26;Negativno;Ne
12727;0.8;-63.1;8.03;0.09;Negativno;Ne
12728;7.2;-52.1;11.5;0.17;Negativno;Ne
12729;1.0;-69.7;7.81;0.19;Negativno;Ne
12730;16.2;-54.8;6.48;1.75;Negativno;Ne
12731;3.6;-63.4;8.04;0.14;Negativno;Ne
12732;5.8;-51.5;4.71;0.61;Negativno;Ne
12733;0.3;-54.2;6.52;0.01;Negativno;Ne
12734;7.5;-68.5;7.16;0.54;Negativno;Ne
12735;8.5;-54.6;4.0;0.08;Negativno;Ne
12736;7.4;-76.6;6.78;1.56;Negativno;Ne
12737;14.0;-70.4;8.86;0.39;Negativno;Ne
12738;0.5;-62.7;5.5;1.76;Negativno;Ne
12739;3.3;-47.3;6.22;0.5;Negativno;Ne
12740;5.1;-45.7;10.25;0.29;Negativno;Ne
12741;10.4;-72.7;4.08;1.58;Negativno;Ne
12742;1.8;-65.1;6.09;0.03;Negativno;Ne
12743;6.2;-63.2;8.24;2.64;Negativno;Ne
12744;4.8;-54.3;3.14;0.78;Negativno;Ne
12745;0.6;-49.1;6.55;1.71;Negativno;Ne
12746;0.6;-68.5;0.92;0.44;Negativno;Ne
12747;6.8;-49.4;7.78;0.55;Negativno;Ne
12748;2.8;-56.9;8.69;0.63;Negativno;Ne
12749;3.2;-41.7;7.31;0.37;Negativno;Ne
12750;1.2;-64.0;5.38;1.26;Negativno;Ne
12751;0.6;-50.5;6.1;0.06;Negativno;Ne
12752;1.4;-64.1;5.08;1.64;Negativno;Ne
12753;24.9;-57.5;3.94;1.39;Negativno;Ne
12754;7.6;-72.6;10.04;0.4;Negativno;Ne
12755;1.6;-55.8;9.59;0.28;Negativno;Ne
12756;2.7;-71.0;7.56;0.3;Pozitivno;Ne
12757;0.8;-49.3;8.03;0.28;Negativno;Ne
12758;0.7;-52.1;7.24;0.16;Negativno;Ne
12759;1.3;-72.1;7.62;0.52;Negativno;Ne
12760;4.6;-70.3;9.04;0.21;Negativno;Ne
12761;3.4;-40.8;8.75;0.12;Negativno;Ne
12762;1.2;-70.1;6.85;0.21;Negativno;Ne
12763;0.0;-52.9;9.33;0.02;Negativno;Ne
12764;20.0;-46.4;7.88;0.23;Negativno;Ne
12765;5.2;-53.9;6.49;0.05;Negativno;Ne
12766;10.2;-64.7;9.02;0.96;Negativno;Ne
12767;10.2;-47.1;11.81;0.16;Negativno;Ne
12768;2.2;-61.3;5.12;0.85;Negativno;Ne
12769;3.0;-64.5;5.64;0.7;Negativno;Ne
12770;3.1;-52.5;5.27;0.72;Negativno;Ne
12771;8.9;-52.4;8.94;0.02;Negativno;Ne
12772;3.0;-66.0;7.16;1.26;Negativno;Ne
12773;12.2;-73.1;7.34;0.25;Negativno;Ne
12774;2.3;-66.4;6.68;0.24;Negativno;Ne
12775;10.2;-68.1;9.31;0.02;Negativno;Ne
12776;21.8;-56.7;7.61;1.03;Negativno;Ne
12777;11.8;-59.7;6.93;0.58;Negativno;Ne
12778;5.3;-73.9;7.97;0.26;Negativno;Ne
12779;2.6;-51.7;7.62;0.84;Negativno;Ne
12780;5.6;-66.6;5.47;0.08;Negativno;Ne
12781;5.2;-63.7;2.18;0.04;Negativno;Ne
12782;6.4;-66.1;9.74;0.36;Negativno;Ne
12783;0.2;-52.6;6.1;0.18;Negativno;Ne
12784;8.0;-58.8;7.89;1.15;Negativno;Ne
12785;4.7;-64.6;8.1;0.34;Negativno;Ne
12786;0.6;-64.2;7.97;0.29;Negativno;Ne
12787;4.1;-65.6;6.94;0.16;Negativno;Ne
12788;1.2;-61.6;7.21;0.31;Negativno;Ne
12789;1.8;-80.3;8.23;0.77;Negativno;Ne
12790;0.2;-66.6;11.78;0.04;Negativno;Ne
12791;0.8;-79.0;4.19;0.25;Negativno;Ne
12792;9.2;-74.0;9.9;0.37;Negativno;Ne
12793;13.5;-65.2;8.79;0.77;Negativno;Ne
12794;0.6;-59.6;11.05;0.69;Negativno;Ne
12795;5.4;-52.2;6.91;1.36;Negativno;Ne
12796;0.6;-60.1;5.39;0.01;Negativno;Ne
12797;4.7;-58.1;11.48;0.57;Negativno;Ne
12798;0.5;-39.2;5.06;0.35;Negativno;Ne
12799;5.0;-65.7;5.16;1.51;Negativno;Ne
12800;7.8;-72.6;5.79;0.08;Negativno;Ne
12801;2.2;-52.6;6.13;0.59;Negativno;Ne
12802;8.4;-55.4;2.48;1.21;Negativno;Ne
12803;1.0;-67.9;5.29;0.36;Negativno;Ne
12804;11.6;-46.2;5.71;0.15;Negativno;Ne
12805;16.5;-65.9;4.74;1.13;Negativno;Ne
12806;3.9;-73.6;5.86;0.01;Negativno;Ne
12807;3.3;-62.7;5.74;0.05;Negativno;Ne
12808;3.9;-70.6;8.49;0.28;Negativno;Ne
12809;2.2;-47.9;4.8;0.45;Negativno;Ne
12810;21.0;-51.6;9.28;0.76;Negativno;Ne
12811;1.5;-53.7;10.64;1.57;Negativno;Ne
12812;7.6;-67.0;8.57;0.16;Negativno;Ne
12813;11.7;-70.3;10.99;0.15;Negativno;Ne
12814;2.9;-64.8;4.7;0.54;Negativno;Ne
12815;14.7;-76.4;8.08;0.27;Negativno;Ne
12816;1.8;-54.8;5.64;0.28;Negativno;Ne
12817;16.8;-49.7;11.07;2.64;Negativno;Ne
12818;2.6;-49.0;8.63;0.9;Negativno;Ne
12819;4.0;-60.0;5.39;0.53;Negativno;Ne
12820;0.9;-58.5;0.5;0.08;Negativno;Ne
12821;1.3;-45.2;6.17;0.57;Negativno;Ne
12822;7.7;-39.6;8.58;0.15;Negativno;Ne
12823;1.0;-52.6;7.0;0.11;Negativno;Ne
12824;0.5;-71.6;7.2;1.21;Negativno;Ne
12825;1.0;-42.4;5.77;0.02;Negativno;Ne
12826;1.1;-67.3;6.63;0.18;Negativno;Ne
12827;1.9;-46.4;6.56;0.6;Negativno;Ne
12828;2.7;-62.8;8.27;0.36;Negativno;Ne
12829;10.1;-48.4;6.39;0.7;Negativno;Ne
12830;1.2;-73.5;7.2;0.3;Negativno;Ne
12831;0.2;-58.4;7.14;0.89;Negativno;Ne
12832;0.3;-67.5;8.67;2.03;Negativno;Ne
12833;5.9;-49.0;9.9;0.78;Negativno;Ne
12834;0.1;-72.0;7.81;0.18;Negativno;Ne
12835;1.2;-48.1;3.18;0.27;Negativno;Ne
12836;15.6;-47.3;8.97;0.93;Negativno;Ne
12837;4.2;-77.0;11.34;0.02;Negativno;Ne
12838;0.8;-61.0;7.3;0.21;Negativno;Ne
12839;5.6;-70.7;2.64;0.09;Negativno;Ne
12840;2.2;-58.0;8.01;0.22;Negativno;Ne
12841;6.3;-64.0;9.15;0.16;Negativno;Ne
12842;5.6;-63.2;3.76;1.14;Negativno;Ne
12843;11.0;-61.8;4.17;0.08;Negativno;Ne
12844;14.7;-50.3;8.32;0.03;Negativno;Ne
12845;3.9;-58.6;7.08;0.65;Negativno;Ne
12846;1.8;-79.2;9.03;0.81;Negativno;Ne
12847;2.0;-61.1;8.58;0.21;Negativno;Ne
12848;1.4;-52.0;8.04;0.07;Negativno;Ne
12849;2.3;-67.9;4.26;0.57;Negativno;Ne
12850;5.7;-90.3;5.84;0.31;Negativno;Ne
12851;2.4;-45.6;13.1;0.57;Negativno;Ne
12852;2.8;-62.1;9.79;0.15;Negativno;Ne
12853;1.0;-57.0;6.44;0.43;Negativno;Ne
12854;7.3;-68.0;8.04;0.54;Negativno;Ne
12855;0.2;-72.9;6.75;0.31;Negativno;Ne
12856;0.0;-48.4;6.18;0.23;Negativno;Ne
12857;8.5;-63.6;8.65;0.16;Negativno;Ne
12858;1.6;-65.5;7.42;0.04;Negativno;Ne
12859;11.2;-58.1;7.33;0.86;Negativno;Ne
12860;20.8;-49.0;6.58;2.11;Negativno;Ne
12861;1.9;-76.7;9.44;0.11;Negativno;Ne
12862;10.6;-52.1;2.16;0.07;Negativno;Ne
12863;3.0;-56.0;7.5;0.02;Negativno;Ne
12864;1.2;-68.1;7.08;1.07;Negativno;Ne
12865;2.9;-74.4;10.4;0.52;Negativno;Ne
12866;1.5;-44.3;5.71;0.05;Negativno;Ne
12867;2.1;-46.5;7.67;0.2;Negativno;Ne
12868;3.1;-59.3;7.0;0.3;Negativno;Ne
12869;5.7;-67.6;4.38;0.17;Negativno;Ne
12870;1.9;-57.6;7.14;0.45;Negativno;Ne
12871;0.7;-54.3;7.62;0.67;Negativno;Ne
12872;7.6;-48.1;6.89;0.06;Negativno;Ne
12873;2.5;-67.2;10.44;0.04;Negativno;Ne
12874;4.7;-51.9;8.03;0.6;Negativno;Ne
12875;3.8;-68.7;5.75;0.22;Negativno;Ne
12876;1.7;-64.2;2.99;0.06;Negativno;Ne
12877;9.8;-66.9;4.23;0.29;Negativno;Ne
12878;2.0;-57.6;9.64;0.84;Negativno;Ne
12879;6.5;-50.0;8.98;0.19;Negativno;Ne
12880;3.2;-67.4;2.8;0.18;Negativno;Ne
12881;5.0;-47.1;4.83;0.01;Negativno;Ne
12882;2.3;-52.6;8.19;0.16;Negativno;Ne
12883;3.8;-65.0;6.37;0.25;Negativno;Ne
12884;3.3;-80.4;7.24;0.39;Negativno;Ne
12885;1.6;-50.5;4.28;0.54;Negativno;Ne
12886;1.4;-67.4;7.04;0.8;Negativno;Ne
12887;1.8;-41.5;12.97;0.37;Negativno;Ne
12888;5.7;-58.9;9.08;0.32;Negativno;Ne
12889;2.8;-63.1;9.76;0.96;Negativno;Ne
12890;16.5;-67.8;4.04;1.19;Negativno;Ne
12891;0.3;-62.1;7.23;0.08;Negativno;Ne
12892;12.4;-53.0;6.25;1.33;Negativno;Ne
12893;4.4;-64.1;9.38;1.66;Negativno;Ne
12894;3.4;-60.9;6.04;0.98;Negativno;Ne
12895;9.9;-71.0;8.03;0.05;Negativno;Ne
12896;3.1;-62.4;4.49;0.34;Negativno;Ne
12897;3.2;-51.5;7.68;0.69;Negativno;Ne
12898;11.6;-51.6;5.28;1.43;Negativno;Ne
12899;0.5;-59.3;5.46;0.44;Negativno;Ne
12900;13.4;-58.9;5.34;0.34;Negativno;Ne
